Target,Year,Uniprot,ProteinName,Resolution,pIC50,Unit,Molecule ID
6edr,2018,P28907,ADP-RIBOSYL CYCLASE/CYCLIC ADP-RIBOSE HYDROLASE 1,2.40,4.55,Ki=28.5uM,ZNA
5y0z,2018,Q8IXJ6,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-2,2.00,6.34,IC50=0.46uM,8K9
5xyy,2018,Q16539,MITOGEN-ACTIVATED PROTEIN KINASE 14,1.70,5.04,IC50=9.221uM,P0F
5xyx,2018,Q16539,MITOGEN-ACTIVATED PROTEIN KINASE 14,2.61,4.84,IC50=14.445uM,FTZ
5g6u,2018,Q9UJ71,LANGERIN,1.84,6.66,IC50=0.22uM,YJM
5nat,2018,P00746,COMPLEMENT FACTOR D,1.17,4.7,IC50=20uM,8RT
6iin,2018,P54578,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 14,2.53,6.08,IC50=0.83uM,A8O
6iik,2018,P54578,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 14,1.97,4.91,IC50=12.25uM,IU1
6fag,2018,P00915,CARBONIC ANHYDRASE 1,1.79,6.59,Ki=255.1nM,EON
5xv7,2018,5xv7,SERINE-ARGININE (SR) PROTEIN KINASE 1,2.32,7.96,IC50=11nM,EMH
6f3b,2018,P00915,CARBONIC ANHYDRASE 1,1.40,6.56,Ki=273.3nM,CJK
6faf,2018,P00915,CARBONIC ANHYDRASE 1,1.99,6.51,Ki=306.1nM,D3B
6g3v,2018,P00915,CARBONIC ANHYDRASE 1,1.69,6.04,Ki=922.4nM,FO9
5yqo,2018,Q8IXJ6,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-2,1.48,6.09,IC50=0.815uM,L5C
6fty,2018,P00746,COMPLEMENT FACTOR D,1.67,2.7,Kd>2000uM,E7H
6fuh,2018,P00746,COMPLEMENT FACTOR D,1.37,3.77,Kd=170uM,E88
6fug,2018,P00746,COMPLEMENT FACTOR D,2.21,4.3,Kd=50uM,E85
6hwz,2018,P00915,CARBONIC ANHYDRASE 1,1.64,5.17,Ki=6.7uM,GXE
6fuj,2018,P00746,COMPLEMENT FACTOR D,2.25,4.3,Kd=50uM,E8B
6b95,2018,P18031,"TYROSINE-PROTEIN PHOSPHATASE, NON-RECEPTOR TYPE 1",1.95,5.15,Ki=7.1uM,D0P
6fui,2018,P00746,COMPLEMENT FACTOR D,1.38,4.46,Kd=35uM,E7W
6fut,2018,P00746,COMPLEMENT FACTOR D,1.50,4.7,Kd=20uM,E82
6ftz,2018,P00746,COMPLEMENT FACTOR D,1.67,3.0,Kd=1000uM,E7E
6anl,2018,Q16539,MITOGEN-ACTIVATED PROTEIN KINASE 14,2.00,8.27,IC50=5.4nM,T75
6bu3,2018,B5LY47,BETA-LACTAMASE,1.15,6.55,Ki=0.28uM,3GK
6bt6,2018,Q9L5C8,BETA-LACTAMASE,1.05,5.91,Ki=1.23uM,3GK
5w0e,2018,Q92793,CREB-BINDING PROTEIN,1.41,9.03,IC50=0.94nM,9U4
5w0i,2018,P45481,CREB-BINDING PROTEIN,1.43,8.85,IC50=1.4nM,9UA
5mpk,2018,Q92793,CREB-BINDING PROTEIN,1.90,8.52,Kd=0.003uM,0BC
5yy4,2018,P51681,SCFV 4B08,1.59,6.43,Kd=370nM,9-mer
6ay3,2018,Q92793,CREB-BINDING PROTEIN,1.39,8.02,IC50=9.5nM,C3J
5xyz,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,2.64,8.1,IC50=0.008uM,GYL
5w0q,2018,Q92793,CREB-BINDING PROTEIN,1.70,8.0,IC50=10nM,9U7
5y97,2018,U3KRF8,SEED LECTIN,3.05,3.6,Kd=0.25mM,LAT
5w0f,2018,Q92793,CREB-BINDING PROTEIN,1.60,7.8,IC50=16nM,9U7
5nlk,2018,Q92793,CREB-BINDING PROTEIN,1.80,7.46,Kd=0.035uM,92E
6frf,2018,Q92793,CREB-BINDING PROTEIN,2.10,7.4,IC50=0.040uM,E3T
6ep9,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,2.01,6.84,IC50=0.145uM,BNB
6di1,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.10,6.74,IC50=180nM,GJD
6ay5,2018,Q92793,CREB-BINDING PROTEIN,1.44,7.16,IC50=69nM,C3V
6di0,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.30,5.22,IC50>6000nM,GJG
6b1f,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.44,8.72,Kd=1.9nM,C8Y
6alc,2018,Q92793,CREB-BINDING PROTEIN,1.39,7.51,IC50=31nM,BKD
6iil,2018,P54578,UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 14,2.20,6.17,IC50=0.68uM,A8F
5yji,2018,O55239,NICOTINAMIDE N-METHYLTRANSFERASE,1.99,5.3,IC50=5.0uM,8WO
6e4f,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.15,9.07,IC50=0.85nM,HRA
5yql,2018,Q8IXJ6,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-2,1.60,4.59,IC50=25.9uM,A2I
6eu6,2018,Q1Q357,AMMONIUM TRANSPORTER,1.98,4.39,Kd=41uM,NH4
6mvx,2018,A8EVM5,ION TRANSPORT PROTEIN,3.46,5.14,IC50=7.2uM,K4D
6mx8,2018,Q9UM73,ALK TYROSINE KINASE RECEPTOR,1.96,9.43,IC50=0.37nM,6GY
6fbw,2018,P31947,14-3-3 PROTEIN SIGMA,1.45,4.78,Kd=16.5uM,8-mer
5yqn,2018,Q8IXJ6,NAD-DEPENDENT PROTEIN DEACETYLASE SIRTUIN-2,1.60,4.03,IC50=93.7uM,L55
6d8e,2018,P00533,EPIDERMAL GROWTH FACTOR RECEPTOR,2.54,6.47,IC50=340nM,FZP
6ghp,2018,P31947,14-3-3 PROTEIN SIGMA,1.95,9.36,Kd=0.44nM,EZ5
6fby,2018,P31947,14-3-3 PROTEIN SIGMA,1.50,5.03,Kd=9.3uM,8-mer
6fav,2018,P31947,14-3-3 PROTEIN SIGMA,1.40,5.33,Kd=4.7uM,8-mer
6fau,2018,P31947,14-3-3 PROTEIN SIGMA,1.25,5.44,Kd=3.6uM,8-mer
6fi5,2018,P31947,14-3-3 PROTEIN SIGMA,1.70,5.52,Kd=3.0uM,8-mer
6faw,2018,P31947,14-3-3 PROTEIN SIGMA,1.40,5.57,Kd=2.7uM,8-mer
6fi4,2018,P31947,14-3-3 PROTEIN SIGMA,2.00,5.66,Kd=2.2uM,8-mer
5nxy,2018,5nxy,OSMOTICALLY ACTIVATED L-CARNITINE/CHOLINE ABC TRANSPORTER,1.90,5.05,Ki=9uM,1Y8
5zz4,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,2.90,9.17,IC50=0.67nM,9M3
5msb,2018,O43570,CARBONIC ANHYDRASE 12,1.30,7.46,Kd=35nM,V13
6b1h,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.80,8.72,Kd=1.9nM,C8Y
6ex1,2018,P00915,CARBONIC ANHYDRASE 1,1.60,7.31,Ki=49.4nM,N19
6evr,2018,P00915,CARBONIC ANHYDRASE 1,1.50,8.06,Ki=8.8nM,BZW
6h1u,2018,P96257,PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP),1.68,5.32,Kd=4.8uM,ASP
5ou3,2018,G7CNL4,"INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE,INOSINE-5",1.60,6.21,Ki=0.61uM,AUN
5za1,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.52,7.52,IC50<0.030uM,9A0
5ou1,2018,G7CNL4,"INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE,INOSINE-5",1.78,6.07,Ki=0.86uM,AUQ
6ax4,2018,P53350,SERINE/THREONINE-PROTEIN KINASE PLK1,1.45,8.22,IC50=6nM,5-mer
5ye8,2018,Q13093,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,1.85,3.0,IC50~1mM,8U3
6b30,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.69,7.22,IC50=60nM,CFG
5ou2,2018,G7CNL4,"INOSINE-5'-MONOPHOSPHATE DEHYDROGENASE,INOSINE-5",1.45,3.22,Ki=609uM,36Y
6hsk,2018,Q9BY41,HISTONE DEACETYLASE 8,2.10,7.03,IC50=93nM,GOK
6g37,2018,Q8TF76,SERINE/THREONINE-PROTEIN KINASE HASPIN,1.48,7.37,Kd=42.7nM,FTU
6f29,2018,P42264,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3",2.60,5.49,Ki=3.25uM,CGW
6f28,2018,P42264,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3",2.40,5.67,Ki=2.15uM,CG8
5ye7,2018,Q13093,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,2.31,5.46,IC50=3431nM,8U0
6g3a,2018,Q8TF76,SERINE/THREONINE-PROTEIN KINASE HASPIN,1.43,8.38,Kd=4.2nM,5ID
5ye9,2018,Q13093,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,1.88,6.45,IC50=355nM,8U6
6h2t,2018,P96257,PROBABLE GLUTAMINE-BINDING LIPOPROTEIN GLNH (GLNBP),1.67,4.82,Kd=15.2uM,GLU
5ni7,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.45,7.7,IC50=0.02uM,8Y8
5ni8,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,1.94,7.7,IC50=0.02uM,8Y2
6ei4,2018,B2ZB02,TYROSINASE,2.00,5.28,IC50=5.25uM,B5N
6g35,2018,Q8TF76,SERINE/THREONINE-PROTEIN KINASE HASPIN,1.55,7.76,Kd=17.5nM,EKK
5owf,2018,P02911,"LYSINE,ARGININE,ORNITHINE-BINDING PROTEIN",1.91,5.8,Kd=1.59uM,GLN
6br3,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,3.00,8.72,IC50=1.9nM,E3V
6br2,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,3.18,8.72,IC50=1.9nM,E3S
6b31,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,3.18,8.44,IC50=3.6nM,CFJ
5xhs,2018,Q9NXA8,NAD-DEPENDENT DEACYLASE SIRTUIN-5,2.19,5.05,Kd=9.01uM,3-mer
6b33,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.48,8.12,IC50=7.5nM,CF7
5yea,2018,Q13093,PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE,1.81,8.3,IC50=5nM,8U9
5oae,2018,B2ZB02,TYROSINASE,2.70,4.6,IC50=25.11uM,SVF
6esn,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,1.84,8.05,IC50=0.009uM,BWE
6f08,2018,P63104,14-3-3 PROTEIN ZETA/DELTA,1.90,5.39,Kd=4.06uM,13-mer
6f09,2018,P63104,14-3-3 PROTEIN ZETA/DELTA,1.59,5.97,Kd=1.07uM,13-mer
5ni5,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.30,8.05,IC50=0.009uM,8YB
6g39,2018,Q8TF76,SERINE/THREONINE-PROTEIN KINASE HASPIN,1.45,8.34,Kd=4.6nM,5ID
6fgq,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.37,7.85,IC50=0.014uM,D9N
5nib,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,1.82,7.72,IC50=0.019uM,8Y5
6fn9,2018,P63104,14-3-3 PROTEIN ZETA/DELTA,2.27,3.55,IC50=284uM,DW8
5yp5,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.65,4.6,IC50>25uM,4CZ
5yp6,2018,P51449,NUCLEAR RECEPTOR ROR-GAMMA,2.20,4.6,IC50>25uM,4CX
6g38,2018,Q8TF76,SERINE/THREONINE-PROTEIN KINASE HASPIN,1.47,6.62,Kd=239.2nM,TBN
6eqa,2018,P01892,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-2 ALPHA CHAIN",3.16,4.85,Kd=14.2uM,9-mer
6bj3,2018,P30685,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-35 ALPHA CHAIN",1.90,4.77,Kd=17uM,9-mer
6bkh,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.79,8.89,IC50=1.3nM,DVD
6c98,2018,P55899,IGG RECEPTOR FCRN LARGE SUBUNIT P51,1.85,4.1,Kd~80uM,ER7
6dpt,2018,P00811,BETA-LACTAMASE,1.79,7.11,Ki=77nM,H7M
6dpx,2018,P00811,BETA-LACTAMASE,1.90,5.89,Ki=1.3uM,H7G
6dpy,2018,P00811,BETA-LACTAMASE,1.91,4.1,Ki=80uM,H7A
6bj2,2018,Q6IRV4,TCR 589 ALPHA CHAIN,3.35,5.4,Kd=4uM,9-mer
6am8,2018,Q8U093,TRYPTOPHAN SYNTHASE BETA CHAIN 1,1.83,4.89,Kd=13uM,TRP
6g7f,2018,P23639,PROTEASOME SUBUNIT ALPHA TYPE-2,2.70,5.0,IC50=10.1uM,EPW
5y24,2018,O64094,AIMR TRANSCRIPTIONAL REGULATOR,1.92,8.34,Kd=4.6nM,6-mer
5zw6,2018,O64094,AIMR TRANSCRIPTIONAL REGULATOR,2.05,8.0,Kd=10nM,6-mer
6dpz,2018,P00811,BETA-LACTAMASE,1.50,3.59,Ki=259uM,H7D
6df2,2018,6df2,ANTI-PHOSPHOTYROSINE ANTIBODY C310-4D5 HEAVY CHAIN,2.60,7.24,Kd=57.2nM,3-mer
5oyd,2018,B3PD52,"CELLULASE, PUTATIVE, CEL5D",2.10,2.75,Kd=1.78mM,7-mer
6df1,2018,6df1,ANTI-PHOSPHOTYROSINE ANTIBODY 4G10-4D5 HEAVY CHAIN,2.30,6.56,Kd=0.277uM,3-mer
6ami,2018,Q8U093,TRYPTOPHAN SYNTHASE BETA CHAIN 1,1.97,4.52,Kd=30uM,TRP
5za2,2018,Q9L387,BETA-LACTAMASE,1.50,5.77,Kd=1.7uM,NXL
6c99,2018,P55899,IGG RECEPTOR FCRN LARGE SUBUNIT P51,2.00,5.62,Kd=2.4uM,EQY
6bln,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.30,8.8,IC50=1.6nM,DY4
6gop,2018,P23639,PROTEASOME SUBUNIT ALPHA TYPE-2,2.90,9.15,IC50=0.7nM,F6K
6g98,2018,Q16790,CARBONIC ANHYDRASE 9,2.47,6.15,Kd=710nM,ER5
6g9u,2018,Q16790,CARBONIC ANHYDRASE 9,1.75,6.43,Kd=370nM,ETK
6fe0,2018,Q16790,CARBONIC ANHYDRASE 9,1.91,6.48,Kd=330nM,V90
6fe1,2018,Q16790,CARBONIC ANHYDRASE 9,1.95,8.48,Kd=3.3nM,V14
5y6f,2018,P76010,FLAGELLAR BRAKE PROTEIN YCGR,2.30,6.85,Kd=141nM,C2E
5y6g,2018,P76010,FLAGELLAR BRAKE PROTEIN YCGR,2.30,7.0,Kd=99nM,C2E
6g8m,2018,P23639,PROTEASOME SUBUNIT ALPHA TYPE-2,2.70,5.38,IC50=4.18uM,EQE
6h3k,2018,P33981,DUAL SPECIFICITY PROTEIN KINASE TTK,2.48,7.96,IC50=11nM,FMW
5o7e,2018,Q46085,COLH PROTEIN,1.87,8.0,IC50=0.010uM,9NB
6fhk,2018,P0DMV8,HEAT SHOCK 70 KDA PROTEIN 1A,1.66,7.51,Kd=31.15nM,ADP
5o7i,2018,Q13164,MITOGEN-ACTIVATED PROTEIN KINASE 7,2.38,6.09,IC50=0.82uM,9N8
6bik,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.90,8.19,IC50=6.4nM,DTJ
6bkw,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.50,8.3,IC50=5nM,DXM
6bke,2018,Q06187,TYROSINE-PROTEIN KINASE BTK,1.95,8.35,IC50=4.5nM,DVJ
6g8n,2018,P23639,PROTEASOME SUBUNIT ALPHA TYPE-2,3.00,5.84,IC50=1.430uM,EQB
5vyy,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.79,6.21,Kd=0.62uM,9QY
5yjo,2018,Q9H7B4,HISTONE-LYSINE N-METHYLTRANSFERASE SMYD3,2.14,7.17,IC50=67nM,8W0
6b1x,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.45,7.4,Kd=40nM,C9D
6b1j,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.60,7.37,Kd=43nM,C8V
5owh,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",2.30,5.92,Ki=1.2uM,B0K
6f7b,2018,O43683,MITOTIC CHECKPOINT SERINE/THREONINE-PROTEIN KINASE BUB1,2.00,8.89,Kd=1.3nM,CVQ
5yzd,2018,Q786F3,GLYCOPROTEIN F2,2.64,6.7,IC50=0.2uM,4-mer
5yzc,2018,Q786F3,GLYCOPROTEIN F2,2.33,5.52,IC50=3.0uM,95C
5oje,2018,P11838,ENDOTHIAPEPSIN,1.58,5.21,Ki=6.1uM,VSK
5vja,2018,O43293,DEATH-ASSOCIATED PROTEIN KINASE 3,2.46,6.59,Ki=0.260uM,DUK
5mos,2018,P00760,CATIONIC TRYPSIN,0.96,3.79,Kd=163uM,D86
5mo2,2018,P00760,CATIONIC TRYPSIN,1.50,3.84,Kd=143uM,D86
5mnn,2018,P00760,TRYPSIN,.86,3.84,Kd=143uM,MRZ
5mno,2018,P00760,CATIONIC TRYPSIN,.96,3.84,Kd=143uM,MRZ
6agg,2018,O28025,TRNA(ILE2) 2-AGMATINYLCYTIDINE SYNTHETASE TIAS,2.71,4.07,Kd=85uM,AG2
5ux4,2018,P24268,CATHEPSIN D,2.81,7.05,IC50=0.09uM,3UT
5np8,2018,P00558,PHOSPHOGLYCERATE KINASE 1,1.90,4.62,Kd~24uM,93T
5zk8,2018,P08172,"MUSCARINIC ACETYLCHOLINE RECEPTOR M2,REDESIGNED APO",3.00,8.89,Kd=1.3nM,3C0
5zk3,2018,P08172,"MUSCARINIC ACETYLCHOLINE RECEPTOR M2,APO-CYTOCHROME B562",2.60,8.74,Kd=1.8nM,QNB
5owl,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",2.23,5.92,Ki=1.2uM,B0K
6b67,2018,P35813,PROTEIN PHOSPHATASE 1A,2.20,5.05,Kd=8.9uM,7-mer
6flg,2018,Q6DHI5,NAD-DEPENDENT PROTEIN DEACYLASE SIRTUIN-5,2.50,7.52,Ki=30.1nM,8-mer
5otz,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.46,5.19,Kd=6.5uM,AUT
5osl,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.95,3.43,Kd=375uM,A9K
6eln,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.60,6.05,Kd=900nM,P4A
5zo9,2018,P52732,KINESIN-LIKE PROTEIN KIF11,2.70,8.2,Kd=6.3nM,4C5
5oqu,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",2.32,3.61,Kd=244uM,A4B
5ork,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",2.14,3.63,Kd=234uM,A4T
6gmd,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.66,3.69,IC50=205uM,A8Q
5os7,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.66,3.69,Kd=205uM,A8Q
5zkb,2018,P08172,"MUSCARINIC ACETYLCHOLINE RECEPTOR M2,APO-CYTOCHROME B562",2.95,8.7,Ki=2.0nM,82F
5os8,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.55,3.98,Kd=105uM,J27
6ey9,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,2.00,5.91,Kd=1.24uM,C4N
6gih,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.96,4.36,IC50=44uM,EZN
5orh,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.75,4.39,Kd=41uM,A4N
6ey8,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,2.16,5.81,Kd=1.55uM,C4T
5orj,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.99,4.77,Kd=17uM,A4Q
5otr,2018,P68400,"CASEIN KINASE II, ALPHA SUBUNIT",1.52,4.92,Kd=12uM,AU8
5zo7,2018,P52732,KINESIN-LIKE PROTEIN KIF11,2.60,9.0,Kd<1nM,5C5
5zo8,2018,P52732,KINESIN-LIKE PROTEIN KIF11,2.20,8.2,Kd=6.3nM,4C5
5yc8,2018,P08172,"MUSCARINIC ACETYLCHOLINE RECEPTOR M2,REDESIGNED APO",2.50,8.19,Kd=6.4nM,3C0
5zkc,2018,P08172,"MUSCARINIC ACETYLCHOLINE RECEPTOR M2,APO-CYTOCHROME B562",2.30,8.19,Kd=6.4nM,3C0
6arj,2018,Q86X55,HISTONE-ARGININE METHYLTRANSFERASE CARM1,1.92,7.6,Ki=25nM,BW4
6bl2,2018,O75874,ISOCITRATE DEHYDROGENASE [NADP] CYTOPLASMIC,1.92,7.39,IC50=41nM,DWS
6bl1,2018,O75874,ISOCITRATE DEHYDROGENASE [NADP] CYTOPLASMIC,2.02,6.96,IC50=110nM,DWG
6bky,2018,O75874,ISOCITRATE DEHYDROGENASE [NADP] CYTOPLASMIC,2.17,6.57,IC50=270nM,K32
6bkx,2018,O75874,ISOCITRATE DEHYDROGENASE [NADP] CYTOPLASMIC,1.65,6.39,IC50=410nM,DWP
6ej4,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.88,6.8,Ki=158nM,B7W
6hh5,2018,H3BCW1,ADP-RIBOSYLHYDROLASE LIKE 2,1.95,4.27,Ki=54.2uM,A3R
6g46,2018,P80366,FE(3+)-ZN(2+) PURPLE ACID PHOSPHATASE,2.40,3.73,Ki=185uM,ELH
6arv,2018,Q86X55,HISTONE-ARGININE METHYLTRANSFERASE CARM1,2.00,7.34,IC50=46nM,BW7
6hgz,2018,H3BCW1,ADP-RIBOSYLHYDROLASE LIKE 2,1.86,5.97,Ki=1.08uM,AR6
6eif,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.22,6.98,Ki=104nM,B5T
6hd4,2018,P00520,TYROSINE-PROTEIN KINASE ABL1,2.03,8.64,IC50=0.0023uM,FYW
5ztn,2018,Q92630,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.50,8.3,IC50=5nM,CUR
5yf1,2018,Q8N4J0,CARNOSINE N-METHYLTRANSFERASE,2.40,3.28,Kd=0.52mM,8V0
5olk,2018,A3XHF9,"RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE, BETA SUBUNIT 1",2.45,6.0,Kd=1uM,DTP
5v37,2018,Q9H7B4,HISTONE-LYSINE N-METHYLTRANSFERASE SMYD3,1.42,9.47,Kd=0.34nM,8WD
5lh4,2018,P00760,TRYPSIN,1.37,6.96,IC50=0.11uM,6W4
6hh3,2018,H3BCW1,ADP-RIBOSYLHYDROLASE LIKE 2,1.82,6.24,Ki=0.58uM,A1R
5oul,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.34,3.3,Kd>500uM,AWE
6ckx,2018,Q9NYV4,CYCLIN-DEPENDENT KINASE 12,2.80,7.89,IC50=0.013uM,8M1
5n9n,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.84,9.39,Ki=0.41nM,8QK
5mng,2018,P00760,CATIONIC TRYPSIN,.86,4.68,Kd=20.7uM,BAM
5mnh,2018,P00760,CATIONIC TRYPSIN,.93,4.68,Kd=20.7uM,BAM
5mo0,2018,P00760,CATIONIC TRYPSIN,1.50,4.68,Kd=20.7uM,BAM
5moq,2018,P00760,CATIONIC TRYPSIN,.93,4.68,Kd=20.7uM,BAM
6eyb,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,1.90,5.37,Kd=4.22uM,C3Z
6eil,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.47,5.55,Ki>2800nM,B6B
5laq,2018,Q07343,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4B",2.40,9.2,Ki=0.63nM,6M5
6eis,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.36,6.6,Ki=252nM,B6N
6eip,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.56,5.7,Ki=2015nM,B7B
6eij,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.42,5.77,Ki=1680nM,B5Z
6eir,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.40,6.24,Ki=575nM,B6H
6eiq,2018,Q13627,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,2.30,6.42,Ki=383nM,B6Z
5xjm,2018,P50052,"TYPE-2 ANGIOTENSIN II RECEPTOR,SOLUBLE CYTOCHROME B562",3.20,9.37,Kd=0.43nM,8-mer
6bmi,2018,O59010,GLUTAMATE TRANSPORTER HOMOLOG,3.90,5.05,Kd=9uM,SER
5n9k,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.64,9.34,Ki=0.46nM,8QK
6bau,2018,O59010,GLUTAMATE TRANSPORTER HOMOLOG,3.80,4.51,Kd=31uM,CYS
5n9l,2018,P68400,"CASEIN KINASE II, SUBUNIT ALPHA",1.79,7.82,Ki=15nM,8QH
6b1y,2018,Q9F663,CARBAPENEM-HYDROLYZING BETA-LACTAMASE KPC,1.80,7.4,Kd=40nM,CD7
5n7b,2018,P01801,"IG HEAVY CHAIN V-III REGION J606,IG LAMBDA-1 CHAIN V REGION",1.70,3.77,Kd=168uM,7-mer
6bw5,2018,Q9H3H5,UDP-N-ACETYLGLUCOSAMINE--DOLICHYL-PHOSPHATE N,3.10,8.25,Kd=5.6nM,TUM
5xgl,2018,Q8WSF8,ACETYLCHOLINE RECEPTOR,3.44,6.88,Kd=131.6nM,17-mer
5obg,2018,Q8WSF8,ACETYLCHOLINE RECEPTOR,2.00,7.13,Kd=74.1nM,SY9
5o8t,2018,Q8WSF8,ACETYLCHOLINE RECEPTOR,2.20,7.13,Kd=74.1nM,SY9
6fam,2018,D6D1V7,GLYCOSYL HYDROLASE FAMILY 71,1.13,4.01,Kd=97.7uM,2-mer
6hmg,2018,D6D1V7,GLYCOSYL HYDROLASE FAMILY 71,1.27,4.94,Kd=11.5uM,2-mer
6eya,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,2.10,7.48,Kd=33nM,C4K
6ei5,2018,P07900,HEAT SHOCK PROTEIN HSP90-ALPHA,2.20,7.42,Kd=38.3nM,B5Q
6clv,2018,O05701,DIHYDROPTEROATE SYNTHASE,2.30,4.88,Kd=13.3uM,6MB
6bsk,2018,P11309,SERINE/THREONINE-PROTEIN KINASE PIM-1,2.57,6.92,IC50=0.12uM,MVG
5oah,2018,5oah,ENTEROCHELIN ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN,1.80,8.31,Kd=4.9nM,95B
5od5,2018,5od5,ENTEROCHELIN ABC TRANSPORTER SUBSTRATE-BINDING PROTEIN,1.90,7.74,Kd=18.3nM,95B
6bg3,2018,P00720,"ENDOLYSIN, DCN1-LIKE PROTEIN 1 CHIMERA",1.05,4.92,IC50=12uM,DOJ
6fel,2018,P61981,14-3-3 PROTEIN GAMMA,2.84,6.4,Kd<0.4uM,8-mer
